SIMD: ,0.622278,1000
Reduction: ,5.06764,1000
SIMD: ,1.33901,10000
Reduction: ,9.46823,10000
SIMD: ,1.51525,100000
Reduction: ,8.63094,100000
SIMD: ,1.96401,1000000
Reduction: ,9.91246,1000000
SIMD: ,2.93975,10000000
Reduction: ,9.9668,10000000
SIMD: ,3.04031,32000000
Reduction: ,10.1218,32000000
