Fix #2,0,1,13.3753,299.059,1
Fix #2,0,2,6.87365,581.933,1.94588
Fix #2,0,4,3.65258,1095.12,3.66187
Fix #2,1,1,13.5214,295.828,1
Fix #2,1,2,6.97135,573.777,1.93956
Fix #2,1,4,3.70057,1080.91,3.65386
Fix #2,2,1,13.4901,296.514,1
Fix #2,2,2,6.95988,574.723,1.93826
Fix #2,2,4,3.73642,1070.54,3.61043
Fix #2,3,1,13.2767,301.279,1
Fix #2,3,2,6.57274,608.574,2.01997
Fix #2,3,4,3.42712,1167.16,3.87402
Fix #2,4,1,13.3044,300.653,1
Fix #2,4,2,6.85672,583.369,1.94034
Fix #2,4,4,3.43153,1165.66,3.87709
Fix #2,5,1,13.1645,303.847,1
Fix #2,5,2,6.85779,583.279,1.91965
Fix #2,5,4,3.42873,1166.61,3.83947
Fix #2,6,1,14.6506,273.027,1
Fix #2,6,2,6.86967,582.269,2.13265
Fix #2,6,4,3.43213,1165.46,4.26866
Fix #2,7,1,13.7056,291.851,1
Fix #2,7,2,6.85876,583.196,1.99826
Fix #2,7,4,3.43093,1165.87,3.99473
Fix #2,8,1,13.701,291.949,1
Fix #2,8,2,6.85959,583.125,1.99735
Fix #2,8,4,3.43024,1166.1,3.99419
Fix #2,9,1,13.7039,291.888,1
Fix #2,9,2,6.85278,583.705,1.99976
Fix #2,9,4,3.42821,1166.79,3.99739
Fix #2,10,1,13.6719,292.57,1
Fix #2,10,2,6.71129,596.01,2.03715
Fix #2,10,4,3.43113,1165.8,3.98467
Fix #2,11,1,13.5277,295.689,1
Fix #2,11,2,6.85585,583.444,1.97317
Fix #2,11,4,3.43536,1164.36,3.93779
Fix #2,12,1,13.6378,293.302,1
Fix #2,12,2,6.84559,584.318,1.9922
Fix #2,12,4,3.44147,1162.29,3.96278
Fix #2,13,1,13.155,304.066,1
Fix #2,13,2,6.6557,600.989,1.97651
Fix #2,13,4,3.4268,1167.27,3.83887
Fix #2,14,1,13.1642,303.855,1
Fix #2,14,2,6.85973,583.113,1.91905
Fix #2,14,4,3.42804,1166.85,3.84014
Fix #2,15,1,13.3807,298.937,1
Fix #2,15,2,6.85905,583.171,1.95082
Fix #2,15,4,3.43098,1165.85,3.89998
Fix #2,16,1,13.1824,303.436,1
Fix #2,16,2,6.69175,597.751,1.96994
Fix #2,16,4,3.43004,1166.17,3.8432
Fix #1,0,1,13.077,305.88,1
Fix #1,0,2,8.2329,485.855,1.58839
Fix #1,0,4,12.6818,315.413,1.03117
Fix #1,1,1,12.935,309.238,1
Fix #1,1,2,8.31755,480.911,1.55515
Fix #1,1,4,7.11612,562.104,1.81771
Fix #1,2,1,13.7459,290.996,1
Fix #1,2,2,15.4777,258.436,0.888108
Fix #1,2,4,11.3462,352.54,1.21149
Fix #1,3,1,13.002,307.645,1
Fix #1,3,2,7.32437,546.122,1.77517
Fix #1,3,4,10.8303,369.334,1.20052
Fix #1,4,1,13.2395,302.126,1
Fix #1,4,2,7.96549,502.166,1.66211
Fix #1,4,4,10.4218,383.812,1.27037
Fix #1,5,1,13.9048,287.67,1
Fix #1,5,2,9.36094,427.308,1.48541
Fix #1,5,4,10.7957,370.516,1.28799
Fix #1,6,1,13.7162,291.625,1
Fix #1,6,2,8.82158,453.434,1.55485
Fix #1,6,4,6.78791,589.283,2.02069
Fix #1,7,1,13.3058,300.621,1
Fix #1,7,2,6.65401,601.141,1.99967
Fix #1,7,4,6.4747,617.79,2.05505
Fix #1,8,1,13.7593,290.712,1
Fix #1,8,2,6.89407,580.209,1.99582
Fix #1,8,4,6.99817,571.578,1.96613
Fix #1,9,1,13.9812,286.098,1
Fix #1,9,2,6.87934,581.452,2.03235
Fix #1,9,4,7.22733,553.455,1.9345
Fix #1,10,1,14.7061,271.996,1
Fix #1,10,2,7.64639,523.123,1.92328
Fix #1,10,4,7.63399,523.972,1.9264
Fix #1,11,1,13.9392,286.96,1
Fix #1,11,2,6.86202,582.919,2.03136
Fix #1,11,4,5.39353,741.629,2.58444
Fix #1,12,1,14.9845,266.943,1
Fix #1,12,2,7.64712,523.072,1.95949
Fix #1,12,4,6.38196,626.767,2.34794
Fix #1,13,1,13.7169,291.611,1
Fix #1,13,2,6.8629,582.844,1.9987
Fix #1,13,4,7.41623,539.358,1.84958
Fix #1,14,1,14.0201,285.304,1
Fix #1,14,2,6.98863,572.359,2.00613
Fix #1,14,4,5.50218,726.984,2.5481
Fix #1,15,1,13.3153,300.407,1
Fix #1,15,2,6.65552,601.005,2.00063
Fix #1,15,4,3.35979,1190.55,3.96312
Fix #1,16,1,14.0038,285.637,1
Fix #1,16,2,7.02256,569.592,1.99411
Fix #1,16,4,3.5064,1140.77,3.99378
