
1,100,100,0.03127,31.9796
1,100,200,0.0624958,32.0021
1,100,300,0.0938693,31.9593
1,100,400,0.124921,32.0201
1,100,500,0.15615,32.0205
1,100,600,0.188171,31.8858
1,100,700,0.218912,31.9764
1,100,800,0.250989,31.8739
1,100,900,0.28109,32.0182
1,100,1000,0.312989,31.95
1,200,100,0.119469,33.4814
1,200,200,0.238804,33.5002
1,200,300,0.358398,33.4823
1,200,400,0.477676,33.4955
1,200,500,0.59716,33.4918
1,200,600,0.7168,33.4821
1,200,700,0.838104,33.4087
1,200,800,0.956815,33.4443
1,200,900,1.07652,33.4409
1,200,1000,1.19506,33.4712
1,300,100,0.264668,34.0048
1,300,200,0.529588,33.9887
1,300,300,0.794108,34.0004
1,300,400,1.06033,33.9516
1,300,500,1.32794,33.8871
1,300,600,1.58953,33.9723
1,300,700,1.8538,33.9842
1,300,800,2.12198,33.9305
1,300,900,2.38187,34.0069
1,300,1000,2.64666,34.0052
1,400,100,0.467515,34.2235
1,400,200,0.935025,34.2237
1,400,300,1.40247,34.2253
1,400,400,1.86984,34.2276
1,400,500,2.33952,34.195
1,400,600,2.80721,34.1977
1,400,700,3.27461,34.2025
1,400,800,3.73974,34.227
1,400,900,4.2139,34.1726
1,400,1000,4.6794,34.1924
1,500,100,0.7301,34.2419
1,500,200,1.45981,34.251
1,500,300,2.19143,34.2242
1,500,400,2.92018,34.2445
1,500,500,3.64877,34.2581
1,500,600,4.38268,34.2256
1,500,700,5.10801,34.2599
1,500,800,5.85324,34.1691
1,500,900,6.57149,34.2388
1,500,1000,7.30077,34.243
1,600,100,1.04661,34.3969
1,600,200,2.09383,34.3868
1,600,300,3.14099,34.3841
1,600,400,4.18789,34.3849
1,600,500,5.24462,34.3209
1,600,600,6.2901,34.3397
1,600,700,7.33607,34.3508
1,600,800,8.37901,34.3716
1,600,900,9.42792,34.366
1,600,1000,10.478,34.3577
1,700,100,1.42097,34.4834
1,700,200,2.8421,34.4816
1,700,300,4.26395,34.4751
1,700,400,5.6828,34.49
1,700,500,7.1101,34.458
1,700,600,8.53035,34.4652
1,700,700,9.95462,34.4564
1,700,800,11.3753,34.4605
1,700,900,12.781,34.5042
1,700,1000,14.2175,34.4647
1,800,100,1.85311,34.5365
1,800,200,3.70769,34.5228
1,800,300,5.56141,34.5237
1,800,400,7.41716,34.5146
1,800,500,9.26636,34.5335
1,800,600,11.1184,34.5372
1,800,700,12.9666,34.5502
1,800,800,14.8216,34.5442
1,800,900,16.6839,34.5243
1,800,1000,18.5562,34.4898
1,900,100,2.3431,34.5696
1,900,200,4.68376,34.5876
1,900,300,7.02189,34.606
1,900,400,9.36444,34.599
1,900,500,11.7108,34.5835
1,900,600,14.0552,34.5779
1,900,700,16.3857,34.6033
1,900,800,18.7227,34.6105
1,900,900,21.0658,34.6058
1,900,1000,23.4041,34.6093
1,1000,100,2.88595,34.6506
1,1000,200,5.77119,34.6549
1,1000,300,8.65597,34.6582
1,1000,400,11.5482,34.6374
1,1000,500,14.4334,34.6418
1,1000,600,17.3011,34.6799
1,1000,700,20.1689,34.7069
1,1000,800,23.0939,34.6413
1,1000,900,25.9998,34.6157
1,1000,1000,28.872,34.6356
2,100,100,0.0224266,44.59
2,100,200,0.0444786,44.9655
2,100,300,0.0669656,44.7991
2,100,400,0.0892925,44.7966
2,100,500,0.111881,44.6904
2,100,600,0.134192,44.7119
2,100,700,0.15705,44.5718
2,100,800,0.178482,44.8223
2,100,900,0.200981,44.7804
2,100,1000,0.223555,44.7317
2,200,100,0.0733165,54.558
2,200,200,0.146499,54.6079
2,200,300,0.219778,54.6005
2,200,400,0.292692,54.6649
2,200,500,0.366342,54.5938
2,200,600,0.438663,54.7117
2,200,700,0.512434,54.6412
2,200,800,0.592418,54.0159
2,200,900,0.658214,54.6934
2,200,1000,0.73083,54.7323
2,300,100,0.152683,58.9455
2,300,200,0.30547,58.9257
2,300,300,0.45787,58.9688
2,300,400,0.610613,58.9572
2,300,500,0.763305,58.9542
2,300,600,0.916256,58.9355
2,300,700,1.06971,58.8942
2,300,800,1.22251,58.8953
2,300,900,1.37565,58.8811
2,300,1000,1.5314,58.7696
2,400,100,0.262117,61.0413
2,400,200,0.524277,61.0364
2,400,300,0.786831,61.0042
2,400,400,1.04761,61.0916
2,400,500,1.30971,61.0823
2,400,600,1.57226,61.0588
2,400,700,1.83424,61.0609
2,400,800,2.09591,61.0714
2,400,900,2.35761,61.0787
2,400,1000,2.62429,60.9688
2,500,100,0.400114,62.4823
2,500,200,0.801083,62.4155
2,500,300,1.20053,62.4722
2,500,400,1.60024,62.4908
2,500,500,2.00117,62.4634
2,500,600,2.40074,62.4806
2,500,700,2.79987,62.503
2,500,800,3.20312,62.439
2,500,900,3.60157,62.4728
2,500,1000,4.00157,62.4754
2,600,100,0.567282,63.4605
2,600,200,1.13052,63.6875
2,600,300,1.69502,63.716
2,600,400,2.26542,63.5643
2,600,500,2.82733,63.6642
2,600,600,3.38933,63.7294
2,600,700,3.96227,63.6
2,600,800,4.52329,63.6704
2,600,900,5.08962,63.659
2,600,1000,5.65061,63.7099
2,700,100,0.758683,64.5856
2,700,200,1.51783,64.566
2,700,300,2.27649,64.5732
2,700,400,3.03713,64.5346
2,700,500,3.79304,64.5921
2,700,600,4.55122,64.598
2,700,700,5.31547,64.5287
2,700,800,6.06541,64.6287
2,700,900,6.83795,64.493
2,700,1000,7.6534,64.0239
2,800,100,0.98287,65.1154
2,800,200,1.96387,65.1774
2,800,300,2.94295,65.2406
2,800,400,3.9271,65.1881
2,800,500,4.90712,65.2113
2,800,600,5.89141,65.1797
2,800,700,6.86738,65.2359
2,800,800,7.84839,65.2363
2,800,900,8.83735,65.1779
2,800,1000,9.81177,65.2278
2,900,100,1.23144,65.7767
2,900,200,2.46952,65.5998
2,900,300,3.6969,65.7307
2,900,400,4.94496,65.5212
2,900,500,6.15868,65.7609
2,900,600,7.3902,65.7628
2,900,700,8.61687,65.8011
2,900,800,9.85182,65.7747
2,900,900,11.0949,65.7056
2,900,1000,12.3185,65.755
2,1000,100,1.51654,65.9395
2,1000,200,3.01388,66.3596
2,1000,300,4.53097,66.211
2,1000,400,6.05606,66.0495
2,1000,500,7.53716,66.338
2,1000,600,9.04393,66.3428
2,1000,700,10.5505,66.3476
2,1000,800,12.0786,66.233
2,1000,900,13.592,66.2152
2,1000,1000,15.1038,66.2085
3,100,100,0.0204335,48.9393
3,100,200,0.0408096,49.0081
3,100,300,0.0609422,49.227
3,100,400,0.0812932,49.2046
3,100,500,0.101984,49.0273
3,100,600,0.122179,49.1081
3,100,700,0.142171,49.2364
3,100,800,0.163097,49.0504
3,100,900,0.182592,49.2903
3,100,1000,0.20278,49.3146
3,200,100,0.059938,66.7357
3,200,200,0.119839,66.7561
3,200,300,0.178999,67.0394
3,200,400,0.238413,67.1105
3,200,500,0.298438,67.0156
3,200,600,0.358218,66.9984
3,200,700,0.418038,66.9796
3,200,800,0.477353,67.0363
3,200,900,0.536312,67.1251
3,200,1000,0.596633,67.0429
3,300,100,0.118298,76.0793
3,300,200,0.236469,76.1198
3,300,300,0.354737,76.1127
3,300,400,0.472872,76.1305
3,300,500,0.591317,76.1013
